שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
תלמי יפה,744,424,332,1,331,119,1,0,0,0,0,26,0,0,0,0,36,4,59,13,0,0,0,0,64,0,0,4,3,2,0
תלמים,814,515,416,2,414,5,2,0,0,0,0,40,0,0,0,0,31,1,141,1,0,0,0,0,9,0,0,1,152,0,31
תמרת,1244,1207,966,3,963,568,2,0,0,0,0,20,0,0,0,0,34,1,69,128,0,0,0,0,128,0,1,6,5,0,1
תנובות,2002,571,453,1,452,129,2,0,0,0,0,34,0,0,0,0,66,1,127,8,0,0,0,0,44,0,0,9,19,0,13
תעוז,752,405,328,0,328,52,2,2,0,0,0,48,0,0,0,0,31,1,106,14,1,0,0,0,35,0,0,1,7,0,28
תפרח,709,945,848,22,826,2,635,0,0,0,0,4,0,0,0,0,4,0,40,2,0,0,0,0,5,0,0,3,60,0,71
תקומה,665,406,335,4,331,41,1,0,0,0,0,118,0,0,0,0,22,3,92,3,0,0,0,0,26,0,0,1,20,1,3
תקוע,3563,1797,1459,2,1457,18,14,2,0,0,0,717,0,0,0,0,28,42,445,11,6,0,0,0,19,0,0,22,122,2,9
תראבין א-צאנע (שב,970,639,106,0,106,2,0,92,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,5,0,0,1,0,0,0,2
תראבין א-צאנע(ישו,1346,176,60,0,60,1,1,49,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3
תרום,778,482,411,2,409,23,4,0,0,0,0,111,0,0,0,0,26,1,163,0,0,0,0,0,13,0,1,5,24,1,37
