שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
פרזון,2053,298,198,1,197,29,4,0,0,0,0,0,3,0,0,22,0,4,91,2,0,0,9,0,0,0,17,2,0,0,0,0,1,8,0,0,1,0,4
פרי גן,1231,130,92,0,92,8,0,0,0,0,0,0,2,0,0,14,0,7,25,3,0,0,0,0,0,0,14,2,0,0,0,0,3,8,0,0,2,1,3
פתח תקווה,7900,168776,112308,1114,111194,12304,4332,10,11,125,12,84,746,0,275,14711,963,2222,32264,2610,13,44,1985,30,29,33,19967,1403,108,0,83,73,1356,5788,64,33,1299,230,7987
פתחיה,839,610,437,8,429,38,0,0,0,0,0,0,2,0,3,46,0,37,134,8,0,0,2,0,0,0,72,3,0,0,0,0,5,24,0,0,3,0,52
צאלים,413,363,253,1,252,121,0,0,0,0,0,4,2,0,0,11,0,6,14,39,0,0,1,0,0,1,32,0,0,0,0,0,2,13,0,0,5,1,0
צביה,1180,241,185,3,182,50,0,0,0,0,0,1,7,0,0,1,0,7,6,22,0,0,0,0,0,0,49,0,0,0,1,0,2,23,0,0,12,1,0
צובה,465,591,403,6,397,247,1,0,0,0,0,0,1,0,0,6,0,9,17,39,0,0,2,0,0,0,46,0,0,0,0,0,4,18,0,0,6,1,0
צוחר,1136,337,193,0,193,21,0,0,0,0,0,0,5,0,0,28,0,8,45,5,0,0,5,0,0,0,33,0,0,0,0,0,6,5,0,0,8,1,23
צופים,3791,904,719,1,718,45,1,0,0,0,0,0,7,0,0,289,0,5,188,6,0,0,58,0,0,1,63,3,0,0,1,0,5,15,0,0,6,2,23
צופית,198,749,589,0,589,143,0,0,0,0,0,1,12,0,0,27,0,19,67,85,0,0,2,0,0,0,172,2,1,0,0,2,3,47,0,0,5,1,0
צופר,1150,281,217,2,215,35,0,0,0,0,0,0,2,0,0,9,0,44,22,24,0,0,1,0,0,0,54,0,0,0,0,0,1,21,0,0,2,0,0
צוקי ים,1102,143,105,1,104,18,0,0,0,0,0,1,3,0,0,12,0,1,7,22,0,0,0,0,0,0,26,0,0,0,0,0,3,10,0,0,1,0,0
צוקים,1262,107,93,1,92,27,0,0,0,0,0,1,5,0,0,5,0,0,8,8,0,0,3,0,0,0,20,0,0,0,0,0,1,7,0,1,4,2,0
צור הדסה,1113,3439,2638,9,2629,448,10,1,0,1,0,25,35,0,3,187,2,50,661,256,0,0,52,0,0,0,610,0,0,0,2,0,61,140,0,2,30,3,50
צור יצחק,1345,1173,997,0,997,211,0,0,0,0,0,0,14,0,3,59,0,21,160,66,2,1,10,0,0,0,338,2,1,0,0,0,11,67,0,0,10,1,20
צור משה,276,1660,1342,5,1337,298,2,0,0,0,0,5,28,0,0,50,0,26,155,122,0,0,5,0,0,1,457,0,0,0,6,1,10,147,0,2,11,3,8
צור נתן,1148,207,155,0,155,26,0,0,0,0,0,2,2,0,0,13,0,7,40,4,0,0,1,0,0,0,45,0,0,0,0,0,1,11,0,0,1,0,2
צוריאל,774,244,171,0,171,14,1,0,0,0,0,0,1,0,0,17,0,4,65,2,0,0,2,0,0,0,13,0,0,0,0,0,15,9,0,0,1,0,27
צורית,1221,564,452,1,451,139,1,0,0,0,0,2,2,0,0,34,0,3,41,36,0,0,0,0,0,0,133,0,0,0,0,0,10,44,0,0,6,0,0
ציפורי,613,544,416,0,416,92,0,0,0,1,0,3,9,0,0,28,0,19,58,36,0,0,2,0,0,0,117,0,0,0,0,0,2,38,0,3,7,0,1
צלפון,796,548,386,0,386,29,2,0,0,0,0,0,0,0,0,72,0,3,164,4,0,0,6,0,0,0,28,15,0,0,0,0,6,6,0,0,1,0,50
צנדלה,636,1030,448,5,443,15,0,85,0,0,0,63,0,0,0,0,0,1,2,10,0,0,0,0,265,0,1,0,0,0,0,0,0,0,0,0,1,0,0
צפריה,594,432,365,0,365,12,7,0,0,0,0,0,2,0,0,211,0,1,53,2,0,0,26,0,0,0,20,3,0,0,0,0,7,1,0,0,1,0,19
צפרירים,1079,266,169,1,168,34,0,0,0,0,0,6,2,0,0,4,0,4,34,25,0,0,2,0,0,0,18,1,2,0,0,1,5,7,0,0,5,1,17
צפת,8000,20991,12788,159,12629,496,1337,14,0,11,2,25,29,0,14,1638,57,166,3548,89,2,6,1218,4,23,3,515,219,2,0,5,12,173,194,8,4,159,10,2646
צרופה,612,613,469,4,465,64,20,0,0,0,0,2,8,0,0,40,0,11,152,17,0,0,18,0,0,0,60,6,0,0,0,0,7,27,0,0,6,1,26
צרעה,567,806,553,1,552,257,0,0,0,1,0,6,13,0,0,10,0,4,19,107,0,0,0,0,24,0,72,0,0,0,0,0,0,33,0,0,5,0,1
קבועה (שבט),1234,538,170,5,165,0,1,17,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,82,0,0,0,0,0,0,1,0,2,0,0,0,0,58
קבוצת יבנה,334,612,459,1,458,48,1,0,0,0,0,0,2,0,0,234,1,5,53,13,0,0,12,0,1,1,53,0,0,0,0,1,13,17,0,0,2,0,1
קדומים,3557,2302,1972,10,1962,5,8,0,0,0,0,0,0,0,0,1382,0,2,225,1,0,0,255,0,0,0,6,23,1,0,2,2,11,2,0,0,5,1,31
קדימה-צורן,195,11883,8845,54,8791,1522,35,0,1,8,0,9,106,0,10,547,19,207,1785,429,1,1,73,0,2,2,2455,42,2,0,6,2,117,682,1,3,101,30,593
קדמת צבי,4025,303,199,2,197,56,0,0,0,0,0,0,5,0,0,10,1,7,32,5,0,0,2,0,0,0,42,0,0,0,0,0,1,31,0,1,4,0,0
קדר,3781,698,515,3,512,28,1,0,0,0,0,0,4,0,0,106,0,4,229,4,0,0,20,0,0,0,65,0,0,0,0,0,4,11,0,0,3,3,30
קדרון,615,1045,838,4,834,202,3,0,0,1,0,0,15,0,0,23,0,19,85,86,0,0,4,0,0,0,281,0,1,0,0,0,8,90,1,0,8,1,6
קדרים,1211,105,74,0,74,26,0,0,0,0,0,1,0,0,0,0,0,1,4,14,0,0,2,0,0,0,15,0,0,0,0,0,2,8,0,1,0,0,0
קודייראת א-צאנע(ש,964,1014,306,8,298,3,0,46,0,0,0,2,0,0,0,2,1,0,2,2,0,0,0,0,227,0,2,1,0,0,0,0,1,1,2,1,1,1,3
קוואעין (שבט),972,366,93,1,92,1,0,72,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0
קוממיות,766,247,149,3,146,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
קורנית,1179,541,433,5,428,138,1,0,0,0,0,4,7,0,0,10,0,4,40,73,0,0,3,0,0,0,111,0,0,0,0,0,3,29,0,0,4,1,0
קטורה,1052,430,200,1,199,65,1,0,0,0,0,1,6,0,0,8,0,2,11,48,0,0,0,0,0,0,27,0,0,0,0,0,5,20,0,0,5,0,0
קיסריה,1167,3948,2608,15,2593,332,4,2,0,0,0,9,47,0,5,144,0,85,588,222,2,0,17,0,0,1,748,0,0,0,0,0,46,281,0,1,34,6,19
קלחים,414,289,213,1,212,52,0,0,0,0,0,4,0,0,0,14,0,7,32,18,0,0,4,0,0,0,25,0,0,0,0,0,4,14,0,0,0,1,37
קליה,3601,295,219,4,215,41,0,0,0,1,0,0,0,0,0,36,0,7,43,6,0,0,4,0,0,0,48,0,0,0,0,0,5,9,0,1,13,0,1
קלנסווה,638,11260,5923,84,5839,83,0,823,1,1,0,1445,2,0,0,7,1,3,47,249,1,0,3,0,3063,1,19,0,0,0,5,3,6,19,2,7,4,4,40
קלע,4024,134,65,2,63,17,0,0,0,0,0,0,0,0,0,7,2,2,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,1,0,0
קציר,1243,1804,1255,10,1245,275,3,3,0,1,0,4,28,0,0,73,2,16,222,135,0,0,9,1,0,1,282,3,0,0,0,0,7,119,0,3,28,6,24
קצר א-סר,1347,530,317,4,313,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,283,0,0,0,1,0,1,0,0,1,2,0,0,0,17
קצרין,4100,5651,3233,73,3160,375,8,1,1,1,1,4,19,0,5,532,46,51,1043,68,1,3,97,2,1,7,384,23,2,0,3,5,63,179,5,2,85,10,133
קרית אונו,2620,25378,18851,138,18713,3536,66,1,0,20,3,47,165,0,45,1172,11,480,3917,1275,5,4,192,2,0,3,5015,64,7,0,3,4,265,1441,6,8,175,41,740
קרית ארבע,3611,4320,3137,41,3096,29,18,2,1,4,0,1,1,0,1,1308,7,4,615,9,0,0,864,1,0,0,30,53,0,0,2,5,14,7,1,1,22,1,95
קרית אתא,6800,43617,26595,363,26232,2706,479,2,9,36,6,20,90,0,57,3079,284,643,9312,282,5,8,495,8,9,7,3540,228,16,0,17,22,388,1507,21,10,314,81,2551
קרית ביאליק,9500,33554,21019,305,20714,3383,69,6,9,30,6,17,126,0,44,1234,171,567,6583,501,6,13,163,12,5,10,4436,90,18,0,27,18,247,1589,23,9,296,48,958
קרית גת,2630,38225,23296,374,22922,1421,1019,6,4,37,4,8,57,0,26,2257,245,412,8444,218,6,4,523,18,8,7,2176,168,31,0,49,17,322,901,36,8,245,51,4194
קרית טבעון,2300,12818,9205,47,9158,2543,127,4,0,9,0,65,142,0,11,371,8,231,1376,1044,2,8,86,0,4,4,2017,8,1,0,1,7,124,768,2,14,87,10,84
קרית ים,9600,35553,19441,370,19071,1956,103,6,5,29,6,14,96,0,63,1357,444,346,8098,217,7,9,221,19,7,10,2853,183,28,0,30,19,216,1180,26,19,269,67,1168
קרית יערים,1137,2199,1631,10,1621,8,1137,0,0,0,0,0,1,0,0,61,0,1,28,4,0,0,27,0,0,0,9,22,0,0,1,1,15,0,0,0,6,0,300
קרית מוצקין,8200,34909,22221,279,21942,3617,105,1,10,52,10,17,156,0,67,1619,212,508,6807,446,5,9,222,12,4,8,4757,74,17,0,26,10,321,1622,26,17,291,61,833
קרית מלאכי,1034,15854,9710,157,9553,467,384,0,2,5,2,0,28,0,15,1500,34,159,2670,44,1,1,936,6,6,4,365,127,16,0,84,8,136,278,6,5,68,15,2181
קרית נטפים,3746,312,265,0,265,0,1,0,0,0,0,0,0,0,0,146,0,1,63,0,0,0,18,0,0,0,2,20,0,0,0,0,2,0,0,0,1,1,10
קרית ענבים,78,275,210,3,207,85,0,0,0,1,0,0,2,0,0,3,0,7,9,37,0,0,2,0,1,0,34,0,0,0,0,0,2,18,0,1,1,2,2
קרית עקרון,469,7918,5176,70,5106,440,20,2,0,6,2,5,18,0,9,647,23,134,1842,55,2,1,79,0,1,0,494,261,4,0,11,4,83,209,4,4,64,9,673
קרית שמונה,2800,18312,10044,166,9878,789,50,3,2,7,2,15,67,0,11,1417,83,378,3629,134,3,3,170,4,3,4,848,83,3,0,3,5,331,430,9,2,168,65,1157
קרני שומרון,3640,4717,3511,34,3477,80,21,1,0,3,0,1,4,0,6,1500,1,13,904,16,2,2,478,2,0,0,158,41,3,0,4,1,26,37,1,0,36,6,130
קשת,4006,374,294,1,293,2,2,0,0,0,0,0,1,0,0,241,0,0,17,0,0,0,20,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,4
ראמה,543,5722,3160,82,3078,159,7,899,0,1,0,763,7,0,0,101,0,35,340,103,0,0,2,0,260,0,13,1,0,0,1,2,13,79,15,4,7,1,265
ראס אל-עין,1334,217,111,0,111,1,0,43,0,0,0,22,0,0,0,1,0,3,9,1,0,0,0,0,12,0,0,0,0,0,0,0,4,2,0,0,0,0,13
ראס עלי,990,302,179,2,177,45,1,3,0,0,0,22,0,0,0,0,0,1,3,0,0,0,0,0,95,0,0,0,0,0,0,2,0,4,0,0,0,0,1
ראש העין,2640,28857,21144,141,21003,2325,254,1,0,12,2,22,177,0,25,2272,35,524,5527,574,3,3,330,5,3,6,3649,1970,4,0,11,22,279,898,6,3,206,26,1829
ראש פינה,26,2058,1518,9,1509,354,9,2,0,1,0,7,36,0,2,121,2,34,245,182,0,0,54,2,1,2,227,4,0,0,1,1,33,125,1,1,42,7,13
ראש צורים,3602,436,391,2,389,4,6,1,0,0,0,0,0,0,0,294,0,0,41,0,0,0,18,0,0,0,7,0,0,0,0,0,12,1,0,0,2,1,2
ראשון לציון,8300,191230,126648,1303,125345,16999,727,25,23,287,12,131,1027,0,254,8330,1039,3146,39288,3119,20,41,1337,50,27,111,28745,781,93,0,123,65,1490,9147,108,59,1751,421,6569
רבבה,3795,626,582,1,581,0,4,0,0,0,0,0,0,0,0,462,0,0,40,0,0,0,60,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,8
רבדים,564,426,313,0,313,64,0,0,0,0,0,3,8,0,0,9,2,2,6,153,0,0,2,0,0,0,41,0,0,0,0,0,1,12,0,0,10,0,0
רביבים,354,654,424,4,420,221,0,0,0,0,0,4,17,0,2,13,2,10,32,45,0,0,0,1,0,0,28,0,0,0,0,0,3,27,0,0,11,2,2
רגבה,390,784,607,2,605,259,1,0,0,1,0,1,4,0,1,12,0,6,68,44,0,0,1,1,0,0,138,0,0,0,0,0,1,55,0,0,2,4,6
רגבים,444,335,208,0,208,87,0,0,0,0,0,1,1,0,0,9,0,10,10,36,0,0,3,0,0,0,32,0,0,0,0,0,1,7,0,0,7,2,2
רהט,1161,23793,13460,218,13242,126,10,3951,4,6,12,729,3,0,11,138,8,15,107,116,8,12,15,12,7455,7,50,16,11,0,17,19,36,71,34,23,16,18,186
רווחה,2051,396,301,3,298,8,1,0,0,0,0,0,0,0,0,71,0,8,88,1,0,0,8,0,0,0,9,3,0,0,0,0,1,3,0,0,5,0,92
רוויה,2016,210,142,0,142,1,2,0,0,0,0,0,0,0,0,22,0,3,42,0,0,0,2,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,59
רוחמה,362,462,310,1,309,95,0,0,0,0,0,0,2,0,1,11,0,5,9,137,0,0,2,0,0,0,31,0,0,0,0,0,0,15,0,0,0,1,0
רומאנה,539,554,413,2,411,2,0,64,0,0,0,215,1,0,0,0,0,1,1,0,0,0,0,0,125,0,1,0,0,0,0,0,1,0,0,0,0,0,0
רומת הייב,997,1099,382,25,357,51,1,4,0,0,1,28,0,0,0,14,0,26,24,11,1,0,0,1,58,0,3,1,0,0,0,0,8,32,0,0,0,0,93
רועי,3619,175,139,0,139,12,1,0,0,0,0,0,3,0,1,42,0,2,29,4,0,0,5,0,0,0,19,0,0,0,0,0,2,14,0,0,3,0,2
רחוב,854,269,181,2,179,2,0,0,0,1,0,0,0,0,0,19,0,7,73,0,0,0,1,0,0,0,14,0,0,0,0,0,2,6,0,0,1,0,53
רחובות,8400,93606,62704,557,62147,8253,2263,13,5,51,4,116,408,0,108,6780,243,968,16763,2715,16,18,1639,31,14,18,10401,1309,45,0,169,27,790,3425,45,40,643,135,4692
ריחאניה,540,843,424,9,415,140,0,6,0,0,0,13,0,0,0,2,0,20,87,9,0,0,0,0,10,0,35,0,0,0,0,0,0,77,0,0,5,0,11
ריחן,3568,120,89,0,89,26,0,0,0,0,0,0,2,0,0,11,0,1,14,7,1,0,0,0,0,0,16,0,0,0,0,0,2,4,0,0,3,1,1
ריינה,542,9572,5140,93,5047,90,3,1767,0,2,1,1445,7,0,0,4,1,9,33,35,0,2,1,2,1485,0,5,0,0,0,1,1,15,16,7,12,5,1,97
רימונים,3565,432,282,0,282,14,1,0,0,1,0,0,0,0,1,48,0,1,133,2,0,0,29,0,1,1,21,0,0,0,0,0,6,7,0,0,6,2,8
רינתיה,616,650,493,1,492,61,4,0,0,1,0,4,16,0,0,20,0,9,126,28,0,0,4,0,0,1,116,0,0,0,0,1,21,48,1,0,13,2,16
רכסים,922,5102,4343,17,4326,50,1849,0,0,2,0,0,3,0,0,138,2,13,253,5,0,0,32,0,0,0,94,76,0,0,1,1,29,20,0,0,7,1,1750
רם-און,1069,552,457,0,457,161,2,0,0,0,0,0,8,0,3,20,0,10,40,26,0,0,4,0,0,1,136,0,0,0,0,0,2,41,0,0,0,0,3
רמות השבים,206,1072,824,3,821,158,4,0,0,1,0,2,18,0,3,21,0,20,65,135,0,1,3,0,0,0,278,1,0,0,0,0,6,91,0,1,7,1,5
רמות מאיר,735,522,367,1,366,87,1,1,0,1,0,1,3,0,1,30,0,10,53,39,0,0,1,0,0,0,90,0,0,0,0,0,4,25,0,0,4,0,15
רמות מנשה,445,752,597,6,591,139,1,0,0,0,0,2,10,0,1,6,0,4,22,195,0,0,0,0,0,0,142,0,0,0,0,0,4,54,0,1,9,1,0
רמות נפתלי,372,403,293,2,291,58,1,0,0,1,0,1,8,0,1,25,0,26,55,11,0,0,8,0,1,0,47,0,0,0,0,0,6,22,0,0,5,3,12
רמות,4702,414,324,3,321,81,3,0,0,1,0,0,4,0,1,15,0,7,38,14,0,0,2,0,0,0,112,0,0,0,0,0,7,27,0,0,7,2,0
רמלה,8500,50254,28249,692,27557,2028,114,719,6,26,11,986,58,0,51,2127,115,361,9387,352,21,8,358,17,2076,9,2091,311,66,0,68,16,289,901,30,32,223,56,4644
רמת גן,8600,122041,80862,680,80182,13831,661,18,4,86,8,259,1117,0,145,5949,207,2256,18206,5441,9,20,979,18,21,161,18476,375,30,0,14,30,1154,5863,37,49,961,230,3567
רמת דוד,135,315,282,3,279,116,1,0,0,0,0,1,6,0,1,16,0,1,18,35,0,0,1,0,0,0,63,1,0,0,0,0,3,11,0,0,1,2,2
רמת הכובש,184,602,454,2,452,156,0,0,0,0,0,2,15,0,0,7,0,30,17,83,0,0,0,0,0,0,92,0,0,0,0,0,8,37,0,0,4,0,1
רמת השופט,335,610,437,2,435,132,0,0,0,1,0,1,16,0,0,3,0,10,21,135,0,0,0,0,0,0,78,1,0,0,0,1,2,28,0,0,5,1,0
רמת השרון,2650,35000,25704,193,25511,4358,785,7,1,24,0,91,313,0,30,943,5,655,3940,2996,68,5,158,2,1,10,7271,93,9,0,2,3,253,2481,4,20,240,57,686
רמת יוחנן,178,753,529,2,527,239,1,0,0,0,0,0,13,0,0,22,0,13,33,55,0,0,3,0,0,0,78,0,0,0,0,0,5,56,0,0,7,1,1
רמת ישי,122,5197,3952,18,3934,870,3,2,0,2,0,9,59,0,3,250,2,89,854,186,0,2,55,1,0,2,960,11,0,0,0,1,69,386,2,0,46,10,60
רמת מגשימים,4701,399,328,0,328,1,1,0,0,0,0,0,1,0,0,242,0,0,42,0,0,0,21,0,0,0,6,5,0,0,0,0,3,0,0,0,3,0,3
רמת צבי,339,387,309,1,308,112,0,0,0,0,0,1,4,0,0,32,1,3,29,20,0,0,3,0,1,1,66,0,0,0,0,0,0,27,0,1,1,3,3
רמת רזיאל,460,428,328,3,325,58,1,2,0,0,0,3,6,0,0,25,0,9,53,57,0,0,3,0,0,0,61,0,0,0,0,0,9,31,0,0,3,0,4
רמת רחל,127,320,246,1,245,69,1,0,0,0,0,0,2,0,0,15,0,10,21,44,0,0,1,0,0,0,58,0,0,0,1,0,1,16,0,0,4,1,1
רנן,789,363,235,2,233,52,0,0,0,0,0,0,0,0,0,26,0,7,59,4,0,0,0,1,0,0,32,3,0,0,0,0,2,40,1,0,4,1,1
רעים,713,330,252,0,252,114,0,0,0,0,0,2,27,0,0,3,1,1,8,42,0,0,1,0,0,0,25,0,0,0,0,0,3,23,0,0,1,0,1
רעננה,8700,60053,41381,228,41153,6616,389,5,2,39,2,79,379,0,68,5616,32,752,7902,2893,3,6,484,4,4,9,10046,243,10,0,9,15,711,3026,25,19,386,67,1312
רקפת,1228,588,467,0,467,160,0,0,0,0,0,0,2,0,0,19,0,10,50,65,0,0,0,0,0,0,114,0,0,0,0,0,2,41,0,0,3,1,0
רשפון,247,861,670,2,668,111,1,0,0,0,0,1,10,0,1,28,0,12,80,95,0,0,3,0,0,1,234,0,0,0,0,0,8,65,0,0,14,4,0
רשפים,437,366,281,1,280,119,0,0,0,1,0,1,7,0,1,5,0,5,6,73,0,0,1,0,0,0,41,1,0,0,0,0,1,9,0,1,7,1,0
רתמים,1260,162,137,1,136,11,0,0,0,4,0,0,0,0,0,97,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
שאר ישוב,324,354,272,1,271,62,0,0,0,0,0,0,11,0,2,13,0,8,47,13,0,0,4,0,0,0,71,4,0,0,1,0,3,25,0,0,6,1,0
שבי ציון,282,742,545,2,543,111,0,0,0,1,0,1,18,0,0,35,0,12,97,52,0,0,1,0,0,0,130,0,0,0,1,0,7,60,0,0,13,1,3
שבי שומרון,3571,487,386,5,381,0,6,0,0,0,0,0,2,0,0,147,0,0,125,1,0,0,71,0,0,0,1,10,0,0,0,1,4,1,0,0,4,0,8
שבלי - אום אל-גנם,913,3371,1481,28,1453,275,0,341,0,1,1,32,1,0,0,27,2,29,71,42,0,0,2,0,375,1,82,0,0,0,2,1,2,41,3,5,4,2,111
שגב-שלום,1286,3323,1308,27,1281,3,1,351,1,2,1,4,0,0,0,4,3,3,5,3,0,0,4,0,803,0,1,0,1,0,2,0,5,18,6,8,3,3,46
שדה אילן,721,344,282,1,281,6,4,0,0,0,0,0,1,0,0,173,0,6,43,4,0,0,8,0,0,0,15,0,0,0,0,1,11,5,0,0,1,1,2
שדה אליהו,304,595,390,5,385,23,1,0,0,0,0,0,3,0,0,239,1,0,59,2,0,0,13,0,0,0,26,1,0,0,0,0,8,6,0,0,1,0,2
שדה אליעזר,861,535,372,1,371,54,1,0,0,0,0,2,8,0,0,24,0,47,91,7,0,0,6,0,0,0,93,2,0,0,0,0,4,16,0,0,5,3,8
שדה בוקר,885,435,302,2,300,121,0,0,0,0,0,3,4,0,0,48,0,4,13,47,0,0,0,0,0,0,25,5,0,0,0,0,1,23,0,0,3,0,3
שדה דוד,36,309,197,2,195,13,2,0,0,1,0,0,0,0,1,12,0,4,61,2,0,0,2,0,0,0,3,2,0,0,0,1,7,11,1,0,1,0,71
שדה ורבורג,284,949,762,4,758,203,1,1,0,1,0,3,22,0,0,24,0,14,77,102,0,0,3,0,0,0,228,0,1,0,0,0,6,57,0,2,9,4,0
שדה יואב,293,259,207,0,207,59,0,0,0,0,0,1,2,0,0,3,0,1,9,72,0,0,0,0,0,0,36,0,0,0,0,0,2,19,0,0,3,0,0
שדה יעקב,142,523,447,1,446,28,2,0,0,0,0,0,0,0,0,268,0,1,70,14,0,0,11,0,0,0,30,0,0,0,0,0,8,7,0,0,2,1,4
שדה יצחק,2008,364,258,1,257,36,4,0,0,0,0,3,4,0,1,19,0,30,29,21,0,0,2,0,0,1,70,2,0,0,0,0,6,22,0,0,4,0,3
שדה משה,18,380,291,0,291,68,0,0,0,0,0,0,10,0,1,16,0,7,56,9,0,0,3,0,0,0,74,0,0,0,0,0,5,25,0,1,5,1,10
שדה נחום,259,290,204,1,203,67,0,0,0,0,0,0,0,0,0,13,0,4,23,10,0,0,0,0,0,0,59,0,0,0,0,0,4,21,0,0,1,0,1
שדה נחמיה,329,537,413,0,413,147,1,0,0,0,0,1,12,0,0,17,0,10,42,34,0,0,2,0,0,0,84,2,0,0,0,0,2,48,0,0,7,1,3
שדה ניצן,1058,329,177,0,177,53,0,0,0,0,0,1,2,0,0,11,0,11,6,28,0,0,0,0,0,0,39,0,0,0,0,0,1,21,0,0,2,1,1
שדה עוזיהו,739,841,602,5,597,23,6,0,0,0,0,0,1,0,1,60,0,25,260,0,0,0,11,0,0,0,33,1,0,0,0,0,4,16,0,0,4,2,150
שדה צבי,2049,302,203,2,201,18,1,1,0,0,0,0,7,0,0,22,0,9,57,5,0,0,3,0,0,0,25,1,0,0,0,0,1,5,0,0,0,0,46
שדות ים,327,611,478,3,475,201,5,0,1,0,0,4,21,0,0,13,0,6,22,59,0,0,3,0,0,0,89,0,0,0,0,0,1,37,0,0,8,4,1
שדות מיכה,27,262,170,1,169,8,1,0,0,0,0,0,1,0,0,17,0,5,42,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,0,0,2,0,78
שדי אברהם,1223,198,143,1,142,37,0,0,0,0,0,0,4,0,0,15,0,8,15,5,0,0,4,0,0,0,29,0,0,0,0,0,3,18,0,0,3,0,1
שדי חמד,2015,687,540,1,539,115,0,0,0,0,0,2,15,0,1,24,0,28,69,49,0,0,2,0,0,0,162,2,0,0,0,0,12,42,0,0,10,5,1
שדי תרומות,2057,324,179,3,176,6,1,0,0,0,0,0,1,0,0,20,0,7,92,0,0,0,3,0,0,0,13,0,0,0,0,0,2,9,0,0,1,0,21
שדמה,555,324,240,0,240,48,0,0,0,0,0,6,2,0,0,8,0,8,24,29,0,0,1,0,0,0,69,0,0,0,0,0,2,40,0,1,1,0,1
שדמות דבורה,306,416,328,0,328,108,0,0,0,2,0,0,4,0,0,19,1,6,32,15,0,0,1,0,0,0,102,1,0,0,0,0,6,22,0,0,4,3,2
שדמות מחולה,3578,368,237,1,236,1,0,0,0,0,0,0,0,0,0,197,0,0,10,0,0,0,20,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,4
שדרות,1031,16889,9387,179,9208,279,84,5,0,8,2,7,31,0,7,1451,91,249,3369,98,0,1,182,6,8,3,460,99,6,0,8,12,143,990,9,8,80,16,1496
שואבה,741,430,323,0,323,58,3,0,0,1,0,0,7,0,0,23,0,3,80,35,0,0,3,0,0,0,65,0,0,0,0,0,13,22,0,1,3,0,6
שובה,761,372,279,1,278,2,3,0,0,0,0,0,0,0,1,87,1,0,76,0,0,0,7,0,0,0,3,0,0,0,0,1,3,0,0,0,4,0,90
שובל,394,554,384,2,382,113,0,0,0,0,0,1,3,0,1,3,0,7,21,123,0,0,2,1,1,0,52,0,0,0,0,0,4,43,0,1,4,0,2
שוהם,1304,12989,10329,34,10295,1515,15,3,0,8,0,10,82,0,12,1357,0,244,2128,508,0,0,89,0,0,2,3058,10,2,0,3,0,225,703,1,7,92,16,205
שומרה,614,278,166,0,166,5,3,0,0,1,0,1,0,0,0,23,0,9,47,0,0,0,1,0,0,0,44,0,0,0,0,0,1,3,0,0,2,1,25
שומריה,1265,288,252,0,252,0,1,0,0,0,0,0,0,0,0,212,0,3,8,0,0,0,20,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,3
שוקדה,415,194,142,0,142,3,0,0,0,0,0,0,0,0,0,64,0,6,29,0,0,0,3,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,31
שורש,456,650,510,7,503,125,1,1,0,0,0,0,10,0,1,36,0,18,65,69,0,0,10,0,0,0,110,0,0,0,0,0,8,29,0,0,7,3,10
שורשים,1235,312,223,0,223,60,0,0,0,0,0,2,1,0,0,10,0,3,30,35,0,0,0,0,0,0,48,0,0,0,0,0,7,23,0,1,2,0,1
שושנת העמקים,224,479,308,1,307,30,0,0,0,0,0,0,12,0,1,31,1,20,77,7,0,0,7,0,0,0,52,5,0,0,1,0,3,13,0,0,10,3,34
שזור,527,263,174,1,173,14,5,0,0,0,1,0,1,0,0,20,0,13,73,1,0,0,3,0,0,0,13,1,0,0,0,1,0,13,0,0,1,0,13
שחר,7,438,314,12,302,38,2,0,0,0,0,0,0,0,0,14,0,50,77,11,0,0,2,0,0,0,30,2,0,0,1,0,4,34,0,0,2,0,35
שיבולים,865,262,198,1,197,8,4,0,0,0,0,0,0,0,0,50,0,6,87,0,0,0,6,0,0,0,6,0,0,0,0,0,8,5,0,0,1,0,16
שייח' דנון,658,1619,879,13,866,7,0,215,0,0,0,81,2,0,0,2,0,2,17,10,1,0,2,1,425,0,11,4,0,0,1,0,0,5,3,0,1,0,76
